Timestamp,elab.conway.power
1623679509127.6,469.51439181624
1623679509928.5,469.38195789272
1623679510729.3,469.48513046566
1623679511530.2,469.4932954432
1623679512331,469.43169330976
1623679513131.9,469.5222779285
1623679513932.7,469.60215036869
1623679514733.6,469.60159011503
1623679515534.4,469.69310449847
1623679516335.3,469.54607569514
1623679517136.1,469.4345230276
1623679517937,469.37685706334
1623679518737.8,469.45162669486
1623679519538.7,469.41681862009
1623679520339.5,469.54235353076
1623679521140.4,469.54549426138
1623679521941.2,469.55291813949
1623679522742.1,469.66831465672
1623679523542.9,469.59300301512
1623679524343.8,469.59871728844
1623679525144.6,469.64338075387
1623679525945.5,469.54748806751
1623679526746.3,469.86414904781
1623679527547.2,469.92012156224
1623679528348,469.94204897806
1623679529148.9,469.75855074623
1623679529949.7,469.75484109762
1623679530750.6,469.64075372322
1623679531551.4,470.18847043978
1623679532352.3,470.94668064648
1623679533153.1,471.58309283716
1623679533954,471.14121214619
1623679534754.8,471.0631241642
1623679535555.7,471.19789127839
1623679536356.5,471.22336519311
1623679537157.4,471.37185775019
1623679537958.2,471.38932085665
1623679538759.1,471.47054053304
1623679539559.9,471.66530904817
1623679540360.8,471.68533992346
1623679541161.6,471.77525295694
1623679541962.5,471.54885695762
1623679542763.4,471.64404926213
1623679543564.2,471.63424532507
1623679544365.1,472.23575725864
1623679545165.9,473.09256572652
1623679545966.8,472.63393371804
1623679546767.6,472.69249487906
1623679547568.5,472.66060014276
1623679548369.3,472.75145898464
1623679549170.2,472.73731720623
1623679549971,472.7628522547
1623679550771.9,472.99403018921
1623679551572.7,472.96143966566
1623679552373.6,473.99308545193
1623679553174.4,474.67113793268
1623679553975.3,474.39282823857
1623679554776.1,474.0820563588
1623679555577,474.21268073547
1623679556377.8,474.05097185025
1623679557178.7,474.1885254835
1623679557979.5,474.31209256946
1623679558780.4,475.26785532753
1623679559581.2,475.31230702847
1623679560382.1,474.84200584181
1623679561182.9,475.06362769453
1623679561983.8,474.98367371165
1623679562784.6,474.95085019019
1623679563585.5,475.09600036946
1623679564386.3,475.22789532688
1623679565187.2,475.38197554425
1623679565988,475.74724732564
1623679566788.9,476.64079178828
1623679567589.7,476.11208917669
1623679568390.6,476.15796153858
1623679569191.4,476.12060148932
1623679569992.3,476.2046178182
1623679570793.1,476.18343145773
1623679571594,476.21073705561
1623679572394.8,476.29018074083
1623679573195.7,476.2716346855
1623679573996.5,476.25721469781
1623679574797.4,476.27958217634
1623679575598.2,476.17254758359
1623679576399.1,476.32813012196
1623679577199.9,476.49213284393
1623679578000.8,476.46189001478
1623679578801.6,476.36836278787
1623679579602.5,476.2747401926
1623679580403.3,477.13293149548
1623679581204.2,479.22648169499
1623679582005,479.45518242186
1623679582805.9,478.95590390159
1623679583606.7,478.86296167246
1623679584407.6,478.9111969097
1623679585208.4,478.95821701067
1623679586009.3,478.96223597711
1623679586810.1,478.99119120032
1623679587611,478.92230144061
1623679588411.8,478.93429246631
1623679589212.7,479.0970756302
1623679590013.5,479.04084944687
1623679590814.4,479.11274962584
1623679591615.2,478.94744866387
1623679592416.1,479.02495188763
1623679593217,478.97291566911
1623679594017.8,479.06375373971
1623679594818.7,478.94923736449
1623679595619.5,479.2106283788
1623679596420.4,479.01999227831
1623679597221.2,479.12395273869
1623679598022.1,479.22185994882
1623679598822.9,479.03443622361
1623679599623.8,479.11771084426
1623679600424.6,479.14321244232
1623679601225.5,479.25783081193
1623679602026.3,479.30935210106
1623679602827.2,479.36353245052
1623679603628,479.34189949457
1623679604428.9,479.24556011676
1623679605229.7,479.27042418319
1623679606030.6,479.29540315327
1623679606831.4,479.60691711183
1623679607632.3,479.58329415517
1623679608433.1,479.49862835752
1623679609234,479.69635238483
1623679610034.8,479.56918051047
1623679610835.7,479.59815574636
1623679611636.5,479.59536133308
1623679612437.4,479.61686803377
1623679613238.2,479.64048559632
1623679614039.1,479.77874706195
1623679614839.9,479.85377645428
1623679615640.8,479.80588721602
1623679616441.6,479.85034935419
1623679617242.5,479.55614774591
1623679618043.3,479.74500772951
1623679618844.2,479.50263598587
1623679619645,479.64996460785
1623679620445.9,479.69608348535
1623679621246.7,479.5906943067
1623679622047.6,479.6673137629
1623679622848.4,479.73915394631
1623679623649.3,480.23601433263
1623679624450.1,481.25485483993
1623679625251,481.87675439122
1623679626051.8,481.36213453877
1623679626852.7,481.47384026911
1623679627653.5,481.54773504719
1623679628454.4,481.53696449275
1623679629255.2,481.37100067284
1623679630056.1,481.3894598651
1623679630856.9,481.46923784853
1623679631657.8,481.83478635024
1623679632458.6,482.8959066698
1623679633259.5,482.57166249862
1623679634060.3,482.39749235374
1623679634861.2,482.450605259
1623679635662,482.37465438659
1623679636462.9,482.42176289988
1623679637263.7,482.51329341193
1623679638064.6,482.37190275721
1623679638865.4,482.61702658124
1623679639666.3,482.60806864821
1623679640467.1,482.63320548439
1623679641268,482.45914013414
1623679642068.9,482.39780144121
1623679642869.7,482.41341061583
1623679643670.6,482.49429617446
1623679644471.4,482.42004926942
1623679645272.3,482.37377949842
1623679646073.1,482.42983512231
1623679646874,482.45975048516
1623679647674.8,482.44765138849
1623679648475.7,482.49162355323
1623679649276.5,482.46291411112
1623679650077.4,482.66096009185
1623679650878.2,482.60785756523
1623679651679.1,482.7272617326
1623679652479.9,482.74049890591
1623679653280.8,482.73355025367
1623679654081.6,482.56147738265
1623679654882.5,482.52477433265
1623679655683.3,482.54171759256
1623679656484.2,482.61200446745
1623679657285,482.61131969675
1623679658085.9,482.70228128634
1623679658886.7,482.54465281026
1623679659687.6,482.63916583468
1623679660488.4,482.58294640254
1623679661289.3,482.46973734069
1623679662090.1,482.59362440703
1623679662891,482.60015532769
1623679663691.8,482.63832196816
1623679664492.7,482.7475248801
1623679665293.5,482.68610103397
1623679666094.4,482.69203591751
1623679666895.2,482.53879855505
1623679667696.1,482.45408550164
1623679668496.9,482.41002991779
1623679669297.8,482.39363357393
1623679670098.6,482.30251668616
1623679670899.5,482.37451124454
1623679671700.3,482.31699837394
1623679672501.2,482.12535480257
1623679673302,482.34889006064
1623679674102.9,482.16579950023
1623679674903.7,482.02769635326
1623679675704.6,482.33886905892
1623679676505.4,482.12498567557
1623679677306.3,482.2867797127
1623679678107.1,482.31420679054
1623679678908,482.23947302809
1623679679708.8,482.10257876943
1623679680509.7,482.10292035418
1623679681310.5,482.19671768567
1623679682111.4,482.11386186877
1623679682912.2,482.27075320721
1623679683713.1,482.12893197288
1623679684513.9,482.25367170716
1623679685314.8,482.22554117647
1623679686115.6,482.10918637849
1623679686916.5,482.2916465924
1623679687717.3,482.19738884151
1623679688518.2,435.01867404413
1623679689319,367.34673514555
1623679690119.9,367.07479704315
1623679690920.7,366.77516476611
1623679691721.6,366.72981367667
1623679692522.5,366.46073009329
1623679693323.3,366.55800106296
1623679694124.2,364.5848465755
1623679694925,363.18752321636
1623679695725.9,356.00801087565
1623679696526.7,357.12511725542
1623679697327.6,356.3360870868
1623679698128.4,356.3347254972
1623679698929.3,391.07283614665
1623679699730.1,421.55390799462
1623679700531,418.74630703281
1623679701331.8,418.51176881239
1623679702132.7,424.19719590823
1623679702933.5,424.02624089898
1623679703734.4,423.8463008543
1623679704535.2,423.1863529534
1623679705336.1,422.94050305778
1623679706136.9,423.01125233413
1623679706937.8,423.05107366343
1623679707738.6,422.96479259257
1623679708539.5,423.09426887846
1623679709340.3,387.07227659138
1623679710141.2,385.68362553838
1623679710942,389.03356376906
1623679711742.9,390.95641876303
1623679712543.7,390.36641870576
1623679713344.6,388.77712018473
1623679714145.4,388.01330426311
1623679714946.3,387.50115581219
1623679715747.1,387.62761466497
1623679716548,388.61738220901
1623679717348.8,388.43960525096
1623679718149.7,388.15984973506
1623679718950.5,386.91838413218
1623679719751.4,325.0425485203
1623679720552.2,324.42089548884
1623679721353.1,324.37918371051
1623679722153.9,324.19653539979
1623679722954.8,324.1546750002
1623679723755.6,324.13447519304
1623679724556.5,323.57784349668
1623679725357.3,321.02692122345
1623679726158.2,319.57330788272
1623679726959,318.65000367101
1623679727759.9,319.53327615853
1623679728560.7,319.94339067607
1623679729361.6,327.25556887099
1623679730162.4,322.92608588629
1623679730963.3,321.95641904055
1623679731764.1,319.79882455924
1623679732565,320.40408267309
1623679733365.8,320.64711294527
1623679734166.7,320.40475286647
1623679734967.5,320.31782295209
1623679735768.4,320.4446912839
1623679736569.2,320.36351599525
1623679737370.1,320.35498442373
1623679738170.9,320.34657643279
1623679738971.8,320.4278995874
1623679739772.6,373.81810513804
1623679740573.5,413.95455149772
1623679741374.4,414.15023687816
1623679742175.2,414.46455316162
1623679742976.1,414.27655813992
1623679743776.9,414.14804571164
1623679744577.8,413.86617337381
1623679745378.6,412.76561411115
1623679746179.5,410.94328282835
1623679746980.3,410.34365293761
1623679747781.2,410.33409595532
1623679748582,410.69786311146
1623679749382.9,410.85369104884
1623679750183.7,377.70449522104
1623679750984.6,379.87592457346
1623679751785.4,379.96101434574
1623679752586.3,379.9074209138
1623679753387.1,380.00445399739
1623679754188,380.12414369915
1623679754988.8,380.09025767799
1623679755789.7,379.95816619965
1623679756590.5,380.00204679323
1623679757391.4,379.89709517465
1623679758192.2,380.0560174723
1623679758993.1,379.94242751669
1623679759793.9,377.74270778985
1623679760594.8,427.98742989291
1623679761395.6,426.91159805648
1623679762196.5,427.19466488911
1623679762997.3,427.17587596974
1623679763798.2,427.14000525716
1623679764599,427.30458708432
1623679765399.9,427.34029271258
1623679766200.7,427.56502983097
1623679767001.6,427.42769690594
1623679767802.4,427.53985617164
1623679768603.3,427.62726326111
1623679769404.1,427.51817727766
1623679770205,397.15850342485
1623679771005.8,367.54017201337
1623679771806.7,367.45648407131
1623679772607.5,367.3572655775
1623679773408.4,367.60540260625
1623679774209.2,367.574633612
1623679775010.1,367.75955445113
1623679775810.9,367.67411014653
1623679776611.8,367.61066633918
1623679777412.6,367.77735792953
1623679778213.5,367.80307276624
1623679779014.3,367.90601266724
1623679779815.2,367.83097940083
1623679780616,432.03658680547
1623679781416.9,486.0458221683
1623679782217.7,484.04319742929
1623679783018.6,484.25333101449
1623679783819.4,485.51083481749
1623679784620.3,487.26382123447
1623679785421.1,488.06603328607
1623679786222,487.10161710846
1623679787022.8,486.91960226718
1623679787823.7,486.64907019533
1623679788624.5,486.97153890833
1623679789425.4,488.27328829111
1623679790226.2,487.82063155181
1623679791027.1,370.03815949852
1623679791828,368.98090480599
1623679792628.8,368.35081344117
1623679793429.7,368.05056392193
1623679794230.5,368.02642921065
1623679795031.4,367.86372627425
1623679795832.2,367.92936245637
1623679796633.1,367.55946077283
1623679797433.9,365.29694929059
1623679798234.8,363.63048738621
1623679799035.6,362.20751646189
1623679799836.5,362.38056490086
1623679800637.3,373.01078480414
1623679801438.2,471.46985145661
1623679802239,467.31666336365
1623679803039.9,466.60069353264
1623679803840.7,466.52896947526
1623679804641.6,467.20432672008
1623679805442.4,473.03053239942
1623679806243.3,472.04601705795
1623679807044.1,472.80032847669
1623679807845,473.17780229125
1623679808645.8,472.82194945543
1623679809446.7,472.90124398085
1623679810247.5,472.9436066586
1623679811048.4,448.29396754032
1623679811849.2,443.31281649987
1623679812650.1,442.56956759433
1623679813450.9,440.48471017892
1623679814251.8,440.04516502391
1623679815052.6,439.99154844699
1623679815853.5,440.44355984091
1623679816654.3,440.62788562693
1623679817455.2,440.66335179007
1623679818256,440.59446229192
1623679819056.9,440.79832323335
1623679819857.7,440.49385902931
1623679820658.6,440.48117722504
1623679821459.4,398.58973849311
1623679822260.3,395.54954116084
1623679823061.1,395.28275047391
1623679823862,395.3709603963
1623679824662.8,395.28586486987
1623679825463.7,395.22890882287
1623679826264.5,395.3071940739
1623679827065.4,393.28122939426
1623679827866.2,392.0529768177
1623679828667.1,391.55208234177
1623679829467.9,391.70514757797
1623679830268.8,392.07867843141
1623679831069.6,388.49973788279
1623679831870.5,384.46391851831
1623679832671.3,386.20073763883
1623679833472.2,386.18395583458
1623679834273,386.10520189082
1623679835073.9,386.19828248805
1623679835874.7,386.01634254965
1623679836675.6,386.13184311335
1623679837476.4,386.12341363948
1623679838277.3,386.06433995679
1623679839078.1,386.11372739614
1623679839879,386.04015289255
1623679840679.9,386.31424250389
1623679841480.7,392.22556318466
1623679842281.6,447.64836437572
1623679843082.4,448.32808916761
1623679843883.3,448.32026223182
1623679844684.1,448.310536506
1623679845485,448.24857537417
1623679846285.8,448.34986863694
1623679847086.7,448.99954731955
1623679847887.5,451.14943428135
1623679848688.4,452.24382895765
1623679849489.2,451.70640525954
1623679850290.1,451.50821768512
1623679851090.9,451.63483102468
1623679851891.8,421.56877284244
1623679852692.6,413.82269613636
1623679853493.5,413.72461431348
1623679854294.3,413.85410093831
1623679855095.2,413.8950072719
1623679855896,413.62421013205
1623679856696.9,411.48808759012
1623679857497.7,411.78016930399
1623679858298.6,412.0724570653
1623679859099.4,412.16940499356
1623679859900.3,412.24961347799
1623679860701.1,412.13884689377
1623679861502,412.24856303044
1623679862302.8,385.40458621007
1623679863103.7,381.87720162305
1623679863904.5,380.65134247217
1623679864705.4,380.05069680466
1623679865506.2,380.44656887047
1623679866307.1,380.65702331269
1623679867107.9,380.6017577136
1623679867908.8,380.55774384188
1623679868709.6,380.46780975465
1623679869510.5,380.44519810121
1623679870311.3,380.46812970796
1623679871112.2,380.43983516333
1623679871913,378.19992972057
1623679872713.9,374.26856346865
1623679873514.7,375.31649451206
1623679874315.6,375.41284027846
1623679875116.4,375.3031608347
1623679875917.3,375.34279763716
1623679876718.1,375.50026752752
1623679877519,375.30614020088
1623679878319.8,375.50958285978
1623679879120.7,375.53719571867
1623679879921.5,375.48663787809
1623679880722.4,375.33862184956
1623679881523.2,375.34948215448
1623679882324.1,374.42731203197
1623679883124.9,388.96364715521
1623679883925.8,388.92368593375
1623679884726.6,388.83809196136
1623679885527.5,388.98250261858
1623679886328.3,388.93547213381
1623679887129.2,388.86956204618
1623679887930,388.97457183846
1623679888730.9,388.91017758237
1623679889531.7,388.99484174814
1623679890332.6,388.98462821148
1623679891133.5,389.09847261096
1623679891934.3,389.12724934697
1623679892735.2,414.55144014128
1623679893536,469.33423393608
1623679894336.9,469.62826113618
1623679895137.7,470.0397795757
1623679895938.6,470.0412506418
1623679896739.4,470.04664147382
1623679897540.3,470.08124392889
1623679898341.1,470.59034277713
1623679899142,472.43797290068
1623679899942.8,472.44102357788
1623679900743.7,477.56465973683
1623679901544.5,477.10305409659
1623679902345.4,476.97420738997
1623679903146.2,468.68818984638
1623679903947.1,488.15042671999
1623679904747.9,487.5203905615
1623679905548.8,487.39030732792
1623679906349.6,487.29484318287
1623679907150.5,487.34214567881
1623679907951.3,487.36720802159
1623679908752.2,487.32591855411
1623679909553,487.35264390184
1623679910353.9,487.42480793892
1623679911154.7,487.42071243154
1623679911955.6,487.35718297954
1623679912756.4,479.11944254041
1623679913557.3,474.10083533287
1623679914358.1,480.05664151093
1623679915159,482.35932658913
1623679915959.8,482.87517295625
1623679916760.7,483.24108545357
1623679917561.5,482.96307420052
1623679918362.4,482.92311393335
1623679919163.2,482.78508103498
1623679919964.1,482.80909835838
1623679920764.9,482.49558654335
1623679921565.8,482.5995562882
1623679922366.6,482.73073504332
1623679923167.5,454.66060711661
1623679923968.3,414.94802739314
1623679924769.2,414.58815554334
1623679925570,414.48631921097
1623679926370.9,414.50511349289
1623679927171.7,414.39862113666
1623679927972.6,414.42290135299
1623679928773.4,412.98697268024
1623679929574.3,411.17241311912
1623679930375.1,409.86025751459
1623679931176,408.40508188014
1623679931976.8,407.13780694408
1623679932777.7,408.048487452
1623679933578.5,405.8132217809
1623679934379.4,420.56156391083
1623679935180.2,419.76598664085
1623679935981.1,417.72286879155
1623679936781.9,417.85927609537
1623679937582.8,418.33436530364
1623679938383.6,418.32577111078
1623679939184.5,418.31688283461
1623679939985.4,418.28096556707
1623679940786.2,418.39813755402
1623679941587.1,418.51203160981
1623679942387.9,418.47896947232
1623679943188.8,418.56120119542
1623679943989.6,439.42194962415
1623679944790.5,459.59777674701
1623679945591.3,459.92113381803
1623679946392.2,459.65688440999
1623679947193,459.91050407645
1623679947993.9,460.03218011031
1623679948794.7,459.93223885258
1623679949595.6,462.35037901258
1623679950396.4,463.64093890017
1623679951197.3,464.74517425458
1623679951998.1,465.08018045574
1623679952799,464.69377943944
1623679953599.8,454.1794686511
1623679954400.7,486.95217505472
1623679955201.5,488.9490525461
1623679956002.4,488.64712207134
1623679956803.2,488.72114375058
1623679957604.1,490.58328943329
1623679958404.9,492.531405757
1623679959205.8,493.19390117666
1623679960006.6,493.01711976358
1623679960807.5,492.45752415005
1623679961608.3,492.48960106468
1623679962409.2,492.49033574192
1623679963210,492.58796293429
1623679964010.9,454.67615757373
1623679964811.7,397.28134587199
1623679965612.6,396.96256545153
1623679966413.4,394.825191032
1623679967214.3,393.22712069763
1623679968015.1,392.89672610485
1623679968816,393.09855955755
1623679969616.8,393.29637298261
1623679970417.7,392.66038616534
1623679971218.5,390.53428473061
1623679972019.4,390.10964623974
1623679972820.2,388.53198547766
1623679973621.1,388.16546315267
1623679974421.9,398.8577960445
1623679975222.8,419.08380554109
1623679976023.6,419.23780250463
1623679976824.5,418.97461726668
1623679977625.3,419.22015287254
1623679978426.2,419.26061007919
1623679979227,419.30140844758
1623679980027.9,419.43618840357
1623679980828.7,419.4367849042
1623679981629.6,419.38739165394
1623679982430.4,419.22466877135
1623679983231.3,419.22117875356
1623679984032.1,419.16546113623
1623679984833,366.85821519978
1623679985633.8,364.25599426846
1623679986434.7,364.01975480698
1623679987235.5,363.93492778727
1623679988036.4,362.75546723293
1623679988837.2,362.2724202892
1623679989638.1,362.7394874392
1623679990439,362.83235211672
1623679991239.8,362.84613535462
1623679992040.7,363.0427499278
1623679992841.5,363.04358892689
1623679993642.4,362.97448915652
1623679994443.2,361.48415506622
1623679995244.1,371.61741072079
1623679996044.9,371.37832216422
1623679996845.8,371.45879224076
1623679997646.6,371.30078765656
1623679998447.5,371.32214232226
1623679999248.3,371.40684599196
1623680000049.2,371.32672599414
1623680000850,371.38808093472
1623680001650.9,371.19953294013
1623680002451.7,371.37333014592
1623680003252.6,371.24969767843
1623680004053.4,371.47681737309
1623680004854.3,369.85578465555
1623680005655.1,376.93091554947
1623680006456,376.77497303429
1623680007256.8,376.6459348553
1623680008057.7,376.74696779449
1623680008858.5,376.69682574708
1623680009659.4,376.58623507103
1623680010460.2,376.7358664155
1623680011261.1,376.60396281569
1623680012061.9,376.71806195952
1623680012862.8,376.67582830966
1623680013663.6,376.66451497852
1623680014464.5,376.6394121014
1623680015265.3,400.69455574777
1623680016066.2,430.19635608076
1623680016867,430.43238240161
1623680017667.9,430.53253514241
1623680018468.7,432.90294365135
1623680019269.6,433.30371342979
1623680020070.4,433.03416933333
1623680020871.3,432.64999878961
1623680021672.1,432.61909594543
1623680022473,432.65558289157
1623680023273.8,432.87121712881
1623680024074.7,433.68704507446
1623680024875.5,433.0797059991
1623680025676.4,367.61604213705
1623680026477.2,362.17097807969
1623680027278.1,362.00778166537
1623680028078.9,362.01046115585
1623680028879.8,362.12761112254
1623680029680.6,362.1809044841
1623680030481.5,361.34526755781
1623680031282.3,361.38676833374
1623680032083.2,362.21091614584
1623680032884,361.25578401148
1623680033684.9,361.19266249042
1623680034485.7,361.38435129248
1623680035286.6,360.23899622585
1623680036087.4,438.33170303352
1623680036888.3,439.43597169728
1623680037689.1,439.67203126962
