metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.71532,0.0397421
"metricq",80,3947,325.517,0.335551
"perf-freq",39,3802,2.19637,0.000330598
"perf-ipc",40,3902,1.98133,0.000192218
