metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.73572,0.0459916
"metricq",77,3800,338.074,0.357313
"perf-freq",38,3702,2.19699,0.030679
"perf-ipc",39,3802,1.98109,0.000633624
