metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.75073,0.00207361
"metricq",75,3693,318.701,0.444266
"perf-freq",37,3602,2.19634,0.000458203
"perf-ipc",38,3702,1.99981,0.000266498
