metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.73127,0.0447526
"metricq",84,4149,340.296,0.288245
"perf-freq",42,4102,2.19661,0.000518543
"perf-ipc",43,4202,1.98923,0.000336248
