metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.70753,0.0876555
"metricq",75,3690,316.899,0.354018
"perf-freq",37,3602,2.19654,0.000443328
"perf-ipc",38,3702,1.97546,0.000242553
