metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.74474,0.0563579
"metricq",89,4396,339.562,0.338093
"perf-freq",43,4202,2.19666,0.000395685
"perf-ipc",44,4302,1.98927,0.000244
