metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.96777,0.0521119
"metricq",89,4415,400.614,1.09352
"perf-freq",44,4302,2.47137,0.00228724
"perf-ipc",45,4402,1.99523,6.92495e-05
