metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.99402,0.00279027
"metricq",75,3695,384.074,2.13576
"perf-freq",37,3601,2.49578,0.000493074
"perf-ipc",38,3702,2.00734,0.000145794
