metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.97128,0.0257613
"metricq",80,3951,399.231,0.731279
"perf-freq",39,3802,2.47327,0.000971503
"perf-ipc",40,3902,1.99616,0.00037196
