metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.98553,0.0029992
"metricq",76,3749,372.373,0.508738
"perf-freq",37,3602,2.49574,0.000943465
"perf-ipc",38,3702,1.99768,0.000388563
