metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.98565,0.00299201
"metricq",74,3683,374.773,0.455863
"perf-freq",36,3501,2.49574,0.000522191
"perf-ipc",37,3602,1.99689,0.000196451
