metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.993,0.00231187
"metricq",74,3663,374.03,0.423856
"perf-freq",37,3601,2.49571,0.000682299
"perf-ipc",38,3702,1.99986,0.000318184
