metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.19391,0.00523651
"metricq",98,4879,268.12,0.258027
"perf-freq",48,4702,1.49721,0.000510174
"perf-ipc",49,4802,1.99745,0.000190329
