metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.19369,0.00237349
"metricq",82,4056,262.066,0.286001
"perf-freq",40,3902,1.49731,0.000453206
"perf-ipc",41,4002,1.99899,0.000183684
