metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.19812,0.00175168
"metricq",80,3951,261.022,0.302476
"perf-freq",39,3802,1.49737,0.000470131
"perf-ipc",40,3902,2.00339,0.000237619
