metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.19715,0.00186959
"metricq",80,3949,261.005,0.313927
"perf-freq",39,3802,1.49731,0.000377151
"perf-ipc",40,3902,2.0073,0.000150116
