metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18544,0.040487
"metricq",86,4245,267.426,0.25371
"perf-freq",42,4102,1.4974,0.000410552
"perf-ipc",43,4202,1.98473,0.00016143
