metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18754,0.0300599
"metricq",100,4939,268.761,0.278463
"perf-freq",49,4802,1.49719,0.000401072
"perf-ipc",50,4902,1.99724,0.000134002
