metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18802,0.0351999
"metricq",89,4406,242.937,0.301494
"perf-freq",44,4310,1.49772,0.000345337
"perf-ipc",45,4410,1.98842,8.05253e-05
