metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18483,0.00208012
"metricq",80,3951,234.87,0.216136
"perf-freq",38,3702,1.49778,0.000296032
"perf-ipc",39,3802,1.99719,4.28346e-05
