metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18758,0.0212404
"metricq",91,4491,245.807,0.248219
"perf-freq",44,4302,1.4977,0.00030921
"perf-ipc",45,4402,1.99025,6.9251e-05
