metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,2.01597,0.0078893
"metricq",74,3649,338.582,0.757594
"perf-freq",37,3602,2.49599,0.000319331
"perf-ipc",38,3702,2.03986,4.00315e-05
