metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.99389,0.102062
"metricq",74,3655,331.269,0.612407
"perf-freq",37,3602,2.4959,0.000402278
"perf-ipc",38,3702,2.00565,3.79753e-05
