metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.97152,0.0595087
"metricq",78,3859,336.472,0.541924
"perf-freq",39,3802,2.49569,0.000438121
"perf-ipc",40,3902,1.98992,0.000143431
