metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.97977,0.0404627
"metricq",79,3890,338.104,0.548888
"perf-freq",39,3802,2.49603,0.000346631
"perf-ipc",40,3902,1.98961,6.11145e-05
