metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.9847,0.0326379
"metricq",79,3898,341.065,0.400025
"perf-freq",39,3802,2.49571,0.000437503
"perf-ipc",40,3902,1.99423,5.2537e-05
