metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.98083,0.042359
"metricq",91,4504,341.047,0.502354
"perf-freq",45,4402,2.4959,0.000533593
"perf-ipc",46,4502,1.9917,0.000266376
