metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.99129,0.0235036
"metricq",85,4194,337.935,0.47561
"perf-freq",41,4002,2.49591,0.000362987
"perf-ipc",42,4102,1.99798,2.64698e-05
