metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18882,0.0271981
"metricq",83,4106,267.985,0.287826
"perf-freq",41,4002,1.49727,0.000432452
"perf-ipc",42,4102,1.99068,0.000341253
