metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.18144,0.0341174
"metricq",104,5155,268.185,0.265609
"perf-freq",52,5103,1.49726,0.000531658
"perf-ipc",52,5103,1.99001,0.000318833
