metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.17704,0.010215
"metricq",91,4504,267.17,0.231839
"perf-freq",45,4402,1.49726,0.000400161
"perf-ipc",46,4502,1.9867,0.000391243
