metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.7474,0.0405048
"metricq",78,3861,338.065,0.396627
"perf-freq",38,3702,2.1965,0.000576123
"perf-ipc",39,3802,1.99242,0.000173739
