metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.76191,0.00216179
"metricq",76,3751,325.995,0.434363
"perf-freq",37,3602,2.19677,0.000582961
"perf-ipc",38,3702,2.01314,0.000179955
