metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.72354,0.00297598
"metricq",78,3859,326.693,0.555283
"perf-freq",39,3802,2.19643,0.00028456
"perf-ipc",40,3902,2.00193,5.04822e-05
