metric,num_timepoints,duration_ms,average,stddev
"ipc-estimate",128,0,1.77134,0.00223445
"metricq",77,3769,291.613,0.269916
"perf-freq",38,3702,2.1968,0.000511843
"perf-ipc",39,3802,2.02385,3.28355e-05
